Date,Price,Open,High,Low,Volume,Chg%
"Jul 21, 2022",16605.25,16523.55,16626.95,16483.9,243.63B,0.51%
"Jul 20, 2022",16520.85,16562.8,16588,16490.95,284.36B,1.10%
"Jul 19, 2022",16340.55,16187.05,16359.5,16187.05,222.63B,0.38%
"Jul 18, 2022",16278.5,16151.4,16287.95,16142.2,227.74B,1.43%
"Jul 15, 2022",16049.2,16010.8,16066.95,15927.3,205.77B,0.69%
"Jul 14, 2022",15938.65,16018.85,16070.85,15858.2,228.60B,-0.18%
"Jul 13, 2022",15966.65,16128.2,16140,15950.15,233.26B,-0.57%
"Jul 12, 2022",16058.3,16126.2,16158.75,16031.15,208.65B,-0.97%
"Jul 11, 2022",16216,16136.15,16248.55,16115.5,255.92B,-0.03%
"Jul 08, 2022",16220.6,16273.65,16275.5,16157.9,281.10B,0.54%
"Jul 07, 2022",16132.9,16113.75,16150.5,16045.95,264.62B,0.89%
"Jul 06, 2022",15989.8,15818.2,16011.35,15800.9,288.38B,1.13%
"Jul 05, 2022",15810.85,15909.15,16025.75,15785.45,254.16B,-0.15%
"Jul 04, 2022",15835.35,15710.5,15852.35,15661.8,304.33B,0.53%
"Jul 01, 2022",15752.05,15703.7,15793.95,15511.05,364.09B,-0.18%
"Jun 30, 2022",15780.25,15774.5,15890,15728.85,306.03B,-0.12%
"Jun 29, 2022",15799.1,15701.7,15861.6,15687.8,444.95B,-0.32%
"Jun 28, 2022",15850.2,15757.45,15892.1,15710.15,251.87B,0.11%
"Jun 27, 2022",15832.05,15926.2,15927.45,15815.5,210.93B,0.85%
"Jun 24, 2022",15699.25,15657.4,15749.25,15619.45,219.60B,0.92%
"Jun 23, 2022",15556.65,15451.55,15628.45,15367.5,259.17B,0.93%
"Jun 22, 2022",15413.3,15545.65,15565.4,15385.95,220.89B,-1.44%
"Jun 21, 2022",15638.8,15455.95,15707.25,15419.85,262.79B,1.88%
"Jun 20, 2022",15350.15,15334.5,15382.5,15191.1,260.02B,0.37%
"Jun 17, 2022",15293.5,15272.65,15400.4,15183.4,342.63B,-0.44%
"Jun 16, 2022",15360.6,15832.25,15863.15,15335.1,264.74B,-2.11%
"Jun 15, 2022",15692.15,15729.25,15783.65,15678.9,183.01B,-0.25%
"Jun 14, 2022",15732.1,15674.25,15858,15659.45,225.43B,-0.27%
"Jun 13, 2022",15774.4,15877.55,15886.15,15684,225.53B,-2.64%
"Jun 10, 2022",16201.8,16283.95,16324.7,16172.6,189.68B,-1.68%
"Jun 09, 2022",16478.1,16263.85,16492.8,16243.85,204.95B,0.74%
"Jun 08, 2022",16356.25,16474.95,16514.3,16293.35,243.48B,-0.37%
"Jun 07, 2022",16416.35,16469.6,16487.25,16347.1,233.81B,-0.92%
"Jun 06, 2022",16569.55,16530.7,16610.95,16444.55,233.59B,-0.09%
"Jun 03, 2022",16584.3,16761.65,16793.85,16567.9,245.51B,-0.26%
"Jun 02, 2022",16628,16481.65,16646.4,16443.05,235.96B,0.64%
"Jun 01, 2022",16522.75,16594.4,16649.2,16438.85,249.62B,-0.37%
"May 31, 2022",16584.55,16578.45,16690.75,16521.9,651.61B,-0.46%
"May 30, 2022",16661.4,16527.9,16695.5,16506.15,251.40B,1.89%
"May 27, 2022",16352.45,16296.6,16370.6,16221.95,274.06B,1.13%
"May 26, 2022",16170.15,16105,16204.45,15903.7,314.31B,0.90%
"May 25, 2022",16025.8,16196.35,16223.35,16006.95,243.34B,-0.62%
"May 24, 2022",16125.15,16225.55,16262.8,16078.6,249.78B,-0.55%
"May 23, 2022",16214.7,16290.95,16414.7,16185.75,293.83B,-0.32%
"May 20, 2022",16266.15,16043.8,16283.05,16003.85,252.40B,2.89%
"May 19, 2022",15809.4,15917.4,15984.75,15775.2,313.88B,-2.65%
"May 18, 2022",16240.3,16318.15,16399.8,16211.2,290.44B,-0.12%
"May 17, 2022",16259.3,15912.6,16284.25,15900.8,295.69B,2.63%
"May 16, 2022",15842.3,15845.1,15977.95,15739.65,217.65B,0.38%
"May 13, 2022",15782.15,15977,16083.6,15740.85,369.14B,-0.16%
"May 12, 2022",15808,16021.1,16041.95,15735.75,314.92B,-2.22%
"May 11, 2022",16167.1,16270.05,16318.75,15992.6,284.29B,-0.45%
"May 10, 2022",16240.05,16248.9,16404.55,16197.3,283.06B,-0.38%
"May 09, 2022",16301.85,16227.7,16403.7,16142.1,288.40B,-0.67%
"May 06, 2022",16411.25,16415.55,16484.2,16340.9,300.53B,-1.63%
"May 05, 2022",16682.65,16854.75,16945.7,16651.85,265.79B,0.03%
"May 04, 2022",16677.6,17096.6,17132.85,16623.95,310.63B,-2.29%
"May 02, 2022",17069.1,16924.45,17092.25,16917.25,278.16B,-0.20%
"Apr 29, 2022",17102.55,17329.25,17377.65,17053.25,336.24B,-0.83%
"Apr 28, 2022",17245.05,17189.5,17322.5,17071.05,312.91B,1.21%
"Apr 27, 2022",17038.4,17073.35,17110.7,16958.45,265.14B,-0.94%
"Apr 26, 2022",17200.8,17121.3,17223.85,17064.45,261.07B,1.46%
"Apr 25, 2022",16953.95,17009.05,17054.3,16888.7,275.69B,-1.27%
"Apr 22, 2022",17171.95,17242.75,17315.3,17149.2,262.74B,-1.27%
"Apr 21, 2022",17392.6,17234.6,17414.7,17215.5,285.20B,1.49%
"Apr 20, 2022",17136.55,17045.25,17186.9,16978.95,286.07B,1.05%
"Apr 19, 2022",16958.65,17258.95,17275.65,16824.7,401.40B,-1.25%
"Apr 18, 2022",17173.65,17183.45,17237.75,17067.85,376.13B,-1.73%
"Apr 13, 2022",17475.65,17599.9,17663.65,17457.4,245.06B,-0.31%
"Apr 12, 2022",17530.3,17584.85,17595.3,17442.35,266.03B,-0.82%
"Apr 11, 2022",17674.95,17740.9,17779.05,17650.95,251.70B,-0.62%
"Apr 08, 2022",17784.35,17698.15,17842.75,17600.55,274.45B,0.82%
"Apr 07, 2022",17639.55,17723.3,17787.5,17623.7,308.84B,-0.94%
"Apr 06, 2022",17807.65,17842.75,17901,17779.85,328.82B,-0.83%
"Apr 05, 2022",17957.4,18080.6,18095.45,17921.55,283.45B,-0.53%
"Apr 04, 2022",18053.4,17809.1,18114.65,17791.4,345.53B,2.17%
"Apr 01, 2022",17670.45,17436.9,17703.7,17422.7,291.77B,1.18%
"Mar 31, 2022",17464.75,17519.2,17559.8,17435.2,281.11B,-0.19%
"Mar 30, 2022",17498.25,17468.15,17522.5,17387.2,505.03B,1.00%
"Mar 29, 2022",17325.3,17297.2,17343.65,17235.7,235.15B,0.60%
"Mar 28, 2022",17222,17181.85,17235.1,17003.9,253.24B,0.40%
"Mar 25, 2022",17153,17289,17294.9,17076.55,237.12B,-0.40%
"Mar 24, 2022",17222.75,17094.95,17291.75,17091.15,290.28B,-0.13%
"Mar 23, 2022",17245.65,17405.05,17442.4,17199.6,292.12B,-0.40%
"Mar 22, 2022",17315.5,17120.4,17334.4,17006.3,338.26B,1.16%
"Mar 21, 2022",17117.6,17329.5,17353.35,17096.4,285.45B,-0.98%
"Mar 17, 2022",17287.05,17202.9,17344.6,17175.75,448.34B,1.84%
"Mar 16, 2022",16975.35,16876.65,16987.9,16837.85,259.97B,1.87%
"Mar 15, 2022",16663,16900.65,16927.75,16555,381.63B,-1.23%
"Mar 14, 2022",16871.3,16633.7,16887.95,16606.5,314.67B,1.45%
"Mar 11, 2022",16630.45,16528.8,16694.4,16470.9,343.72B,0.21%
"Mar 10, 2022",16594.9,16757.1,16757.3,16447.9,486.45B,1.53%
"Mar 09, 2022",16345.35,16078,16418.05,15990,462.23B,2.07%
"Mar 08, 2022",16013.45,15747.75,16028.75,15671.45,543.60B,0.95%
"Mar 07, 2022",15863.15,15867.95,15944.6,15711.45,585.40B,-2.35%
"Mar 04, 2022",16245.35,16339.45,16456,16133.8,456.14B,-1.53%
"Mar 03, 2022",16498.05,16723.2,16768.95,16442.95,442.07B,-0.65%
"Mar 02, 2022",16605.95,16593.1,16678.5,16478.65,517.72B,-1.12%
"Feb 28, 2022",16793.9,16481.6,16815.9,16356.3,404.21B,0.81%
"Feb 25, 2022",16658.4,16515.65,16748.8,16478.3,329.78B,2.53%
"Feb 24, 2022",16247.95,16548.9,16705.25,16203.25,457.97B,-4.78%
"Feb 23, 2022",17063.25,17194.5,17220.7,17027.85,200.23B,-0.17%
"Feb 22, 2022",17092.2,16847.95,17148.55,16843.8,300.13B,-0.67%
"Feb 21, 2022",17206.65,17192.25,17351.05,17070.7,215.18B,-0.40%
"Feb 18, 2022",17276.3,17236.05,17380.8,17219.2,189.62B,-0.16%
"Feb 17, 2022",17304.6,17396.55,17442.9,17235.85,232.14B,-0.10%
"Feb 16, 2022",17322.2,17408.45,17490.6,17257.7,244.55B,-0.17%
"Feb 15, 2022",17352.45,16933.25,17375,16839.25,298.66B,3.03%
"Feb 14, 2022",16842.8,17076.15,17099.5,16809.65,305.51B,-3.06%
"Feb 11, 2022",17374.75,17451,17454.75,17303,253.14B,-1.31%
"Feb 10, 2022",17605.85,17554.1,17639.45,17427.15,273.61B,0.81%
"Feb 09, 2022",17463.8,17370.1,17477.15,17339,236.35B,1.14%
"Feb 08, 2022",17266.75,17279.85,17306.45,17043.65,268.53B,0.31%
"Feb 07, 2022",17213.6,17456.3,17536.75,17119.4,265.04B,-1.73%
"Feb 04, 2022",17516.3,17590.2,17617.8,17462.55,261.43B,-0.25%
"Feb 03, 2022",17560.2,17767.75,17781.15,17511.15,226.61B,-1.24%
"Feb 02, 2022",17780,17706.2,17794.6,17674.8,271.21B,1.16%
"Feb 01, 2022",17576.85,17529.45,17622.4,17244.55,386.39B,1.37%
"Jan 31, 2022",17339.85,17301.05,17410,17264.15,321.66B,1.39%
"Jan 28, 2022",17101.95,17208.3,17373.5,17077.1,355.28B,-0.05%
"Jan 27, 2022",17110.15,17062,17182.5,16866.75,395.60B,-0.97%
"Jan 25, 2022",17277.95,17001.55,17309.15,16836.8,326.52B,0.75%
"Jan 24, 2022",17149.1,17575.15,17599.4,16997.85,323.85B,-2.66%
"Jan 21, 2022",17617.15,17613.7,17707.6,17485.85,277.65B,-0.79%
"Jan 20, 2022",17757,17921,17943.7,17648.45,258.09B,-1.01%
"Jan 19, 2022",17938.4,18129.2,18129.2,17884.9,276.66B,-0.96%
"Jan 18, 2022",18113.05,18337.2,18350.95,18085.9,227.51B,-1.07%
"Jan 17, 2022",18308.1,18235.65,18321.55,18228.75,266.70B,0.29%
"Jan 14, 2022",18255.75,18185,18286.95,18119.65,229.45B,-0.01%
"Jan 13, 2022",18257.8,18257,18272.25,18163.8,303.70B,0.25%
"Jan 12, 2022",18212.35,18170.4,18227.95,18128.8,244.97B,0.87%
"Jan 11, 2022",18055.75,17997.75,18081.25,17964.4,220.24B,0.29%
"Jan 10, 2022",18003.3,17913.3,18017.45,17879.15,232.42B,1.07%
"Jan 07, 2022",17812.7,17797.6,17905,17704.55,239.34B,0.38%
"Jan 06, 2022",17745.9,17768.5,17797.95,17655.55,236.45B,-1.00%
"Jan 05, 2022",17925.25,17820.1,17944.7,17748.85,251.46B,0.67%
"Jan 04, 2022",17805.25,17681.4,17827.6,17593.55,247.44B,1.02%
"Jan 03, 2022",17625.7,17387.15,17646.65,17383.3,200.46B,1.57%
"Dec 31, 2021",17354.05,17244.5,17400.8,17238.5,167.03B,0.87%
"Dec 30, 2021",17203.95,17201.45,17264.05,17146.35,320.83B,-0.06%
"Dec 29, 2021",17213.6,17220.1,17285.95,17176.65,161.68B,-0.11%
"Dec 28, 2021",17233.25,17177.6,17250.25,17161.15,176.03B,0.86%
"Dec 27, 2021",17086.25,16937.75,17112.05,16833.2,144.78B,0.49%
"Dec 24, 2021",17003.75,17149.5,17155.6,16909.6,182.56B,-0.40%
"Dec 23, 2021",17072.6,17066.8,17118.65,17015.55,196.97B,0.69%
"Dec 22, 2021",16955.45,16865.55,16971,16819.5,207.95B,1.10%
"Dec 21, 2021",16770.85,16773.15,16936.4,16688.25,241.03B,0.94%
"Dec 20, 2021",16614.2,16824.25,16840.1,16410.2,330.61B,-2.18%
"Dec 17, 2021",16985.2,17276,17298.15,16966.45,354.59B,-1.53%
"Dec 16, 2021",17248.4,17373,17379.35,17184.95,219.50B,0.16%
"Dec 15, 2021",17221.4,17323.65,17351.2,17192.2,214.97B,-0.60%
"Dec 14, 2021",17324.9,17283.2,17376.2,17225.8,270.97B,-0.25%
"Dec 13, 2021",17368.25,17619.1,17639.5,17355.95,256.56B,-0.82%
"Dec 10, 2021",17511.3,17476.05,17534.35,17405.25,204.47B,-0.03%
"Dec 09, 2021",17516.85,17524.4,17543.25,17379.6,237.17B,0.27%
"Dec 08, 2021",17469.75,17315.25,17484.6,17308.95,257.79B,1.71%
"Dec 07, 2021",17176.7,17044.1,17251.65,16987.75,254.14B,1.56%
"Dec 06, 2021",16912.25,17209.05,17216.75,16891.7,231.72B,-1.65%
"Dec 03, 2021",17196.7,17424.9,17489.8,17180.8,292.53B,-1.18%
"Dec 02, 2021",17401.65,17183.2,17420.35,17149.3,279.87B,1.37%
"Dec 01, 2021",17166.9,17104.4,17213.05,17064.25,295.54B,1.08%
"Nov 30, 2021",16983.2,17051.15,17324.65,16931.4,498.00B,-0.41%
"Nov 29, 2021",17053.95,17055.8,17160.7,16782.4,348.89B,0.16%
"Nov 26, 2021",17026.45,17338.75,17355.4,16985.7,356.33B,-2.91%
"Nov 25, 2021",17536.25,17417.3,17564.35,17351.7,255.95B,0.70%
"Nov 24, 2021",17415.05,17550.05,17600.6,17354,298.05B,-0.50%
"Nov 23, 2021",17503.35,17281.75,17553.7,17216.1,308.84B,0.50%
"Nov 22, 2021",17416.55,17796.25,17805.25,17280.45,356.40B,-1.96%
"Nov 18, 2021",17764.8,17890.55,17945.6,17688.5,278.43B,-0.75%
"Nov 17, 2021",17898.65,17939.35,18022.65,17879.25,295.72B,-0.56%
"Nov 16, 2021",17999.2,18127.05,18132.65,17958.8,267.43B,-0.61%
"Nov 15, 2021",18109.45,18140.95,18210.15,18071.3,280.43B,0.04%
"Nov 12, 2021",18102.75,17977.6,18123,17905.9,249.11B,1.28%
"Nov 11, 2021",17873.6,17967.45,17971.35,17798.2,232.12B,-0.80%
"Nov 10, 2021",18017.2,17973.45,18061.25,17915,261.45B,-0.15%
"Nov 09, 2021",18044.25,18084.35,18112.6,17983.05,270.20B,-0.13%
"Nov 08, 2021",18068.55,18040.2,18087.8,17836.1,338.92B,0.85%
"Nov 04, 2021",17916.8,17935.05,17947.55,17900.6,48.52B,0.49%
"Nov 03, 2021",17829.2,17947.95,17988.75,17757.95,331.00B,-0.33%
"Nov 02, 2021",17888.95,17970.9,18012.25,17847.6,296.44B,-0.23%
"Nov 01, 2021",17929.65,17783.15,17954.1,17697.1,281.19B,1.46%
"Oct 29, 2021",17671.65,17833.05,17915.85,17613.1,336.47B,-1.04%
"Oct 28, 2021",17857.25,18187.65,18190.7,17799.45,374.21B,-1.94%
"Oct 27, 2021",18210.95,18295.85,18342.05,18167.9,335.25B,-0.31%
"Oct 26, 2021",18268.4,18154.5,18310.45,18099.3,341.38B,0.79%
"Oct 25, 2021",18125.4,18229.5,18241.4,17968.5,418.70B,0.06%
"Oct 22, 2021",18114.9,18230.7,18314.25,18034.35,324.75B,-0.35%
"Oct 21, 2021",18178.1,18382.7,18384.2,18048,365.90B,-0.48%
"Oct 20, 2021",18266.6,18439.9,18458.3,18209.35,371.28B,-0.83%
"Oct 19, 2021",18418.75,18602.35,18604.45,18377.7,368.23B,-0.32%
"Oct 18, 2021",18477.05,18500.1,18543.15,18445.3,469.88B,0.76%
"Oct 14, 2021",18338.55,18272.85,18350.75,18248.7,538.71B,0.97%
"Oct 13, 2021",18161.75,18097.85,18197.8,18050.75,506.68B,0.94%
"Oct 12, 2021",17991.95,17915.8,18008.65,17864.95,355.57B,0.26%
"Oct 11, 2021",17945.95,17867.55,18041.95,17839.1,375.76B,0.28%
"Oct 08, 2021",17895.2,17886.85,17941.85,17840.35,324.07B,0.59%
"Oct 07, 2021",17790.35,17810.55,17857.55,17763.8,419.89B,0.82%
"Oct 06, 2021",17646,17861.5,17884.6,17613.15,395.83B,-0.99%
"Oct 05, 2021",17822.3,17661.35,17833.45,17640.9,427.00B,0.74%
"Oct 04, 2021",17691.25,17615.55,17750.9,17581.35,295.76B,0.91%
"Oct 01, 2021",17532.05,17531.9,17557.15,17452.9,305.76B,-0.49%
"Sep 30, 2021",17618.15,17718.9,17742.15,17585.35,378.59B,-0.53%
"Sep 29, 2021",17711.3,17657.95,17781.75,17608.15,562.24B,-0.21%
"Sep 28, 2021",17748.6,17906.45,17912.85,17576.1,398.00B,-0.60%
"Sep 27, 2021",17855.1,17932.2,17943.5,17802.9,295.71B,0.01%
"Sep 24, 2021",17853.2,17897.45,17947.65,17819.4,360.13B,0.17%
"Sep 23, 2021",17822.95,17670.85,17843.9,17646.55,320.51B,1.57%
"Sep 22, 2021",17546.65,17580.9,17610.45,17524,295.19B,-0.09%
"Sep 21, 2021",17562,17450.5,17578.35,17326.1,363.58B,0.95%
"Sep 20, 2021",17396.9,17443.85,17622.75,17361.8,339.10B,-1.07%
"Sep 17, 2021",17585.15,17709.65,17792.95,17537.65,508.29B,-0.25%
"Sep 16, 2021",17629.5,17539.2,17644.6,17510.45,503.31B,0.63%
"Sep 15, 2021",17519.45,17387.65,17532.7,17386.9,388.19B,0.80%
"Sep 14, 2021",17380,17420.35,17438.55,17367.05,230.35B,0.14%
"Sep 13, 2021",17355.3,17363.55,17378.35,17269.15,241.05B,-0.08%
"Sep 09, 2021",17369.25,17312.85,17379.65,17302.7,241.51B,0.09%
"Sep 08, 2021",17353.5,17375.75,17383.4,17254.2,252.65B,-0.05%
"Sep 07, 2021",17362.1,17401.55,17436.5,17287,243.42B,-0.09%
"Sep 06, 2021",17377.8,17399.35,17429.55,17345.55,228.05B,0.31%
"Sep 03, 2021",17323.6,17262.45,17340.1,17212.2,261.37B,0.52%
"Sep 02, 2021",17234.15,17095.4,17245.5,17059.7,242.38B,0.92%
"Sep 01, 2021",17076.25,17185.6,17225.75,17055.05,301.89B,-0.33%
"Aug 31, 2021",17132.2,16947.5,17153.5,16915.85,464.39B,1.19%
"Aug 30, 2021",16931.05,16775.85,16951.5,16764.85,283.48B,1.35%
"Aug 27, 2021",16705.2,16642.55,16722.05,16565.6,217.41B,0.41%
"Aug 26, 2021",16636.9,16627.95,16683.7,16603.4,253.53B,0.01%
"Aug 25, 2021",16634.65,16654,16712.45,16617.5,265.92B,0.06%
"Aug 24, 2021",16624.6,16561.4,16647.1,16495.3,275.36B,0.78%
"Aug 23, 2021",16496.45,16592.25,16592.5,16395.7,275.60B,0.28%
"Aug 20, 2021",16450.5,16382.5,16509.55,16376.05,350.82B,-0.71%
"Aug 18, 2021",16568.85,16691.95,16701.85,16535.85,251.80B,-0.28%
"Aug 17, 2021",16614.6,16545.25,16628.55,16495.4,297.39B,0.31%
"Aug 16, 2021",16563.05,16518.4,16589.4,16480.75,254.05B,0.21%
"Aug 13, 2021",16529.1,16385.7,16543.6,16376.3,321.87B,1.01%
"Aug 12, 2021",16364.4,16303.65,16375.5,16286.9,280.18B,0.50%
"Aug 11, 2021",16282.25,16327.3,16338.75,16162.55,277.90B,0.01%
"Aug 10, 2021",16280.1,16274.8,16359.25,16202.25,287.99B,0.13%
"Aug 09, 2021",16258.25,16281.35,16320.75,16179.05,240.45B,0.12%
"Aug 06, 2021",16238.2,16304.4,16336.75,16223.3,320.09B,-0.35%
"Aug 05, 2021",16294.6,16288.95,16349.45,16210.3,418.17B,0.22%
"Aug 04, 2021",16258.8,16195.25,16290.2,16176.15,427.34B,0.79%
"Aug 03, 2021",16130.75,15951.55,16146.9,15914.35,341.29B,1.55%
"Aug 02, 2021",15885.15,15874.9,15892.9,15834.65,244.85B,0.77%
"Jul 30, 2021",15763.05,15800.6,15862.8,15744.85,400.02B,-0.10%
"Jul 29, 2021",15778.45,15762.7,15817.35,15737.8,401.58B,0.44%
"Jul 28, 2021",15709.4,15761.55,15767.5,15513.45,318.60B,-0.24%
"Jul 27, 2021",15746.45,15860.5,15881.55,15701,311.01B,-0.49%
"Jul 26, 2021",15824.45,15849.3,15893.35,15797,267.08B,-0.20%
"Jul 23, 2021",15856.05,15856.8,15899.8,15768.4,294.10B,0.20%
"Jul 22, 2021",15824.05,15736.6,15834.8,15726.4,265.25B,1.23%
"Jul 20, 2021",15632.1,15703.95,15728.45,15578.55,274.28B,-0.76%
"Jul 19, 2021",15752.4,15754.5,15836.9,15707.5,242.13B,-1.07%
"Jul 16, 2021",15923.4,15958.35,15962.25,15882.6,276.30B,-0.01%
"Jul 15, 2021",15924.2,15872.15,15952.35,15855,284.85B,0.44%
"Jul 14, 2021",15853.95,15808.7,15877.35,15764.2,239.92B,0.26%
"Jul 13, 2021",15812.35,15794,15820.8,15744.6,246.68B,0.76%
"Jul 12, 2021",15692.6,15766.8,15789.2,15644.75,216.27B,0.02%
"Jul 09, 2021",15689.8,15688.25,15730.85,15632.75,243.25B,-0.24%
"Jul 08, 2021",15727.9,15855.4,15885.75,15682.9,307.93B,-0.96%
"Jul 07, 2021",15879.65,15819.6,15893.55,15779.7,329.31B,0.39%
"Jul 06, 2021",15818.25,15813.75,15914.2,15801,391.41B,-0.10%
"Jul 05, 2021",15834.35,15793.4,15845.95,15762.05,207.03B,0.71%
"Jul 02, 2021",15722.2,15705.85,15738.35,15635.95,254.81B,0.27%
"Jul 01, 2021",15680,15755.05,15755.55,15667.05,224.92B,-0.26%
"Jun 30, 2021",15721.5,15776.9,15839.1,15708.75,262.39B,-0.17%
"Jun 29, 2021",15748.45,15807.5,15835.9,15724.05,360.33B,-0.42%
"Jun 28, 2021",15814.7,15915.35,15915.65,15792.15,255.10B,-0.29%
"Jun 25, 2021",15860.35,15839.35,15870.8,15772.3,314.61B,0.44%
"Jun 24, 2021",15790.45,15737.3,15821.4,15702.7,316.66B,0.66%
"Jun 23, 2021",15686.95,15862.8,15862.95,15673.95,287.54B,-0.54%
"Jun 22, 2021",15772.75,15840.5,15895.75,15752.1,322.24B,0.17%
"Jun 21, 2021",15746.5,15525.85,15765.15,15505.65,351.53B,0.40%
"Jun 18, 2021",15683.35,15756.5,15761.5,15450.9,640.82B,-0.05%
"Jun 17, 2021",15691.4,15648.3,15769.35,15616.75,357.65B,-0.48%
"Jun 16, 2021",15767.55,15847.5,15880.85,15742.6,340.19B,-0.64%
"Jun 15, 2021",15869.25,15866.95,15901.6,15842.4,323.26B,0.36%
"Jun 14, 2021",15811.85,15791.4,15823.05,15606.5,392.86B,0.08%
"Jun 11, 2021",15799.35,15796.45,15835.55,15749.8,363.01B,0.39%
"Jun 10, 2021",15737.75,15692.1,15751.25,15648.5,298.30B,0.65%
"Jun 09, 2021",15635.35,15766.3,15800.45,15566.9,457.86B,-0.67%
"Jun 08, 2021",15740.1,15773.9,15778.8,15680,378.16B,-0.07%
"Jun 07, 2021",15751.65,15725.1,15773.45,15678.1,393.97B,0.52%
"Jun 04, 2021",15670.25,15712.5,15733.6,15622.35,414.16B,-0.13%
"Jun 03, 2021",15690.35,15655.55,15705.1,15611,410.24B,0.73%
"Jun 02, 2021",15576.2,15520.35,15597.45,15459.85,428.64B,0.01%
"Jun 01, 2021",15574.85,15629.65,15660.75,15528.3,409.56B,-0.05%
"May 31, 2021",15582.8,15437.75,15606.35,15374,436.00B,0.95%
"May 28, 2021",15435.65,15421.2,15469.65,15394.75,455.58B,0.64%
"May 27, 2021",15337.85,15323.95,15384.55,15272.5,682.37B,0.24%
"May 26, 2021",15301.45,15257.05,15319.9,15194.95,377.68B,0.61%
"May 25, 2021",15208.45,15291.75,15293.85,15163.4,417.32B,0.07%
"May 24, 2021",15197.7,15211.35,15256.25,15145.45,566.72B,0.15%
"May 21, 2021",15175.3,14987.8,15190,14985.85,557.73B,1.81%
"May 20, 2021",14906.05,15042.6,15069.8,14884.9,467.46B,-0.83%
"May 19, 2021",15030.15,15058.6,15133.4,15008.85,563.29B,-0.52%
"May 18, 2021",15108.1,15067.2,15137.25,15043.7,571.92B,1.24%
"May 17, 2021",14923.15,14756.25,14938,14725.35,534.52B,1.67%
"May 14, 2021",14677.8,14749.4,14749.65,14591.9,602.74B,-0.13%
"May 12, 2021",14696.5,14823.55,14824.05,14649.7,620.32B,-1.04%
"May 11, 2021",14850.75,14789.7,14900,14771.4,616.20B,-0.61%
"May 10, 2021",14942.35,14928.25,14966.9,14892.5,510.60B,0.80%
"May 07, 2021",14823.15,14816.85,14863.05,14765.5,483.68B,0.67%
"May 06, 2021",14724.8,14668.35,14743.9,14611.5,445.28B,0.73%
"May 05, 2021",14617.85,14604.15,14637.9,14506.6,437.26B,0.84%
"May 04, 2021",14496.5,14687.25,14723.4,14461.5,479.66B,-0.94%
"May 03, 2021",14634.15,14481.05,14673.85,14416.25,443.41B,0.02%
"Apr 30, 2021",14631.1,14747.35,14855.45,14601.7,594.74B,-1.77%
"Apr 29, 2021",14894.9,14979,15044.35,14814.45,511.47B,0.20%
"Apr 28, 2021",14864.55,14710.5,14890.25,14694.95,453.99B,1.44%
"Apr 27, 2021",14653.05,14493.8,14667.55,14484.85,442.21B,1.16%
"Apr 26, 2021",14485,14449.45,14557.5,14421.3,448.53B,1.00%
